Analógico 2	Analógico 1	Analógico 2
2,33	0,03	2,33
2,35	0,02	2,35
2,36	0,02	2,36
2,38	0,03	2,38
2,39	0,02	2,39
2,41	0,03	2,41
2,42	0,03	2,42
2,44	0,03	2,44
2,45	0,03	2,45
2,47	0,02	2,47
2,48	0,03	2,48
2,50	0,02	2,50
2,51	0,02	2,51
2,53	0,03	2,53
2,54	0,02	2,54
2,56	0,02	2,56
2,57	0,02	2,57
2,59	0,03	2,59
2,60	0,03	2,60
2,62	0,03	2,62
2,63	0,03	2,63
2,65	0,02	2,65
2,66	0,02	2,66
2,68	0,03	2,68
2,69	0,02	2,69
2,71	0,03	2,71
2,72	0,03	2,72
2,74	0,03	2,74
2,75	0,03	2,75
2,77	0,03	2,77
2,78	0,03	2,78
2,80	0,03	2,80
2,81	0,02	2,81
2,83	0,03	2,83
2,84	0,02	2,84
2,86	0,03	2,86
2,87	0,03	2,87
2,89	0,03	2,89
2,90	0,03	2,90
2,92	0,03	2,92
2,93	0,03	2,93
2,95	0,03	2,95
2,96	0,03	2,96
2,98	0,02	2,98
2,99	0,03	2,99
3,01	0,03	3,01
3,02	0,03	3,02
3,04	0,03	3,04
3,05	0,03	3,05
3,07	0,03	3,07
3,08	0,03	3,08
3,10	0,03	3,10
3,11	0,03	3,11
3,13	0,03	3,13
3,14	0,03	3,14
3,16	0,03	3,16
3,17	0,03	3,17
3,19	0,03	3,19
3,20	0,03	3,20
3,22	0,03	3,22
3,23	0,03	3,23
3,25	0,03	3,25
3,26	0,03	3,26
3,28	0,03	3,28
3,29	0,03	3,29
3,31	0,03	3,31
3,32	0,03	3,32
3,34	0,03	3,34
3,35	0,03	3,35
3,37	0,03	3,37
3,38	0,03	3,38
3,40	0,03	3,40
3,41	0,03	3,41
3,43	0,03	3,43
3,44	0,03	3,44
3,46	0,03	3,46
3,47	0,03	3,47
3,49	0,03	3,49
3,50	0,03	3,50
3,52	0,03	3,52
3,53	0,03	3,53
3,55	0,03	3,55
3,56	0,03	3,56
3,58	0,03	3,58
3,59	0,03	3,59
3,61	0,03	3,61
3,62	0,03	3,62
3,64	0,03	3,64
3,65	0,03	3,65
3,67	0,03	3,67
3,69	0,03	3,69
3,72	0,03	3,72
3,73	0,03	3,73
3,75	0,03	3,75
3,76	0,03	3,76
3,78	0,03	3,78
3,79	0,03	3,79
3,81	0,03	3,81
3,84	0,03	3,84
3,85	0,03	3,85
3,87	0,03	3,87
3,88	0,03	3,88
3,90	0,03	3,90
3,91	0,03	3,91
3,93	0,03	3,93
3,94	0,03	3,94
3,96	0,03	3,96
3,97	0,03	3,97
3,99	0,03	3,99
4,00	0,03	4,00
4,02	0,03	4,02
4,03	0,03	4,03
4,05	0,03	4,05
4,06	0,03	4,06
4,08	0,03	4,08
4,09	0,03	4,09
4,11	0,03	4,11
4,12	0,03	4,12
4,14	0,03	4,14
4,15	0,03	4,15
4,17	0,03	4,17
4,18	0,03	4,18
4,20	0,04	4,20
4,21	0,03	4,21
4,23	0,03	4,23
4,24	0,03	4,24
4,26	0,04	4,26
4,27	0,04	4,27
4,30	0,04	4,30
4,32	0,04	4,32
4,33	0,04	4,33
4,35	0,04	4,35
4,38	0,04	4,38
4,39	0,04	4,39
4,41	0,04	4,41
4,42	0,04	4,42
4,44	0,03	4,44
4,45	0,03	4,45
4,47	0,03	4,47
4,48	0,04	4,48
4,51	0,04	4,51
4,53	0,04	4,53
4,54	0,04	4,54
4,56	0,04	4,56
4,57	0,04	4,57
4,59	0,03	4,59
4,60	0,04	4,60
4,63	0,04	4,63
4,65	0,03	4,65
4,66	0,04	4,66
4,68	0,04	4,68
4,69	0,04	4,69
4,71	0,04	4,71
4,74	0,04	4,74
4,75	0,04	4,75
4,77	0,04	4,77
4,78	0,03	4,78
4,80	0,04	4,80
4,81	0,04	4,81
4,83	0,04	4,83
4,84	0,04	4,84
4,86	0,04	4,86
4,87	0,04	4,87
4,89	0,04	4,89
4,90	0,04	4,90
4,92	0,04	4,92
4,93	0,04	4,93
4,95	0,04	4,95
4,96	0,04	4,96
4,98	0,04	4,98
4,99	0,04	4,99
5,01	0,04	5,01
5,02	0,04	5,02
5,04	0,04	5,04
5,05	0,04	5,05
5,07	0,04	5,07
5,08	0,04	5,08
5,10	0,04	5,10
5,11	0,04	5,11
5,13	0,04	5,13
5,14	0,04	5,14
5,16	0,04	5,16
5,17	0,04	5,17
5,19	0,04	5,19
5,22	0,04	5,22
5,25	0,04	5,25
5,26	0,04	5,26
5,28	0,04	5,28
5,29	0,04	5,29
5,31	0,04	5,31
5,32	0,04	5,32
5,34	0,04	5,34
5,35	0,04	5,35
5,37	0,04	5,37
5,38	0,04	5,38
5,40	0,04	5,40
5,41	0,04	5,41
5,43	0,04	5,43
5,46	0,04	5,46
5,47	0,04	5,47
5,49	0,04	5,49
5,51	0,04	5,51
5,52	0,04	5,52
5,54	0,04	5,54
5,55	0,04	5,55
5,57	0,04	5,57
5,58	0,04	5,58
5,60	0,04	5,60
5,61	0,04	5,61
5,63	0,04	5,63
5,66	0,04	5,66
5,67	0,04	5,67
5,69	0,04	5,69
5,70	0,04	5,70
5,72	0,04	5,72
5,73	0,04	5,73
5,75	0,04	5,75
5,76	0,04	5,76
5,78	0,04	5,78
5,79	0,04	5,79
5,81	0,04	5,81
5,82	0,04	5,82
5,84	0,04	5,84
5,85	0,04	5,85
5,87	0,04	5,87
5,88	0,04	5,88
5,90	0,04	5,90
5,91	0,04	5,91
5,93	0,04	5,93
5,96	0,04	5,96
5,97	0,04	5,97
6,00	0,04	6,00
6,03	0,04	6,03
6,05	0,04	6,05
6,08	0,05	6,08
6,09	0,04	6,09
6,11	0,04	6,11
6,12	0,05	6,12
6,14	0,04	6,14
6,15	0,04	6,15
6,17	0,04	6,17
6,18	0,04	6,18
6,20	0,05	6,20
6,21	0,05	6,21
6,23	0,05	6,23
6,24	0,05	6,24
6,26	0,05	6,26
6,27	0,05	6,27
6,29	0,04	6,29
6,32	0,04	6,32
6,35	0,05	6,35
6,38	0,05	6,38
6,39	0,05	6,39
6,41	0,05	6,41
6,42	0,05	6,42
6,44	0,05	6,44
6,45	0,05	6,45
6,47	0,05	6,47
6,50	0,05	6,50
6,51	0,05	6,51
6,53	0,05	6,53
6,56	0,05	6,56
6,59	0,05	6,59
6,60	0,05	6,60
6,62	0,05	6,62
6,63	0,05	6,63
6,65	0,05	6,65
6,66	0,05	6,66
6,69	0,05	6,69
6,72	0,05	6,72
6,74	0,05	6,74
6,75	0,05	6,75
6,77	0,05	6,77
6,78	0,05	6,78
6,80	0,05	6,80
6,83	0,05	6,83
6,84	0,05	6,84
6,86	0,05	6,86
6,87	0,05	6,87
6,89	0,05	6,89
6,90	0,05	6,90
6,92	0,05	6,92
6,95	0,05	6,95
6,96	0,05	6,96
6,99	0,05	6,99
7,01	0,05	7,01
7,02	0,05	7,02
7,05	0,05	7,05
7,07	0,05	7,07
7,08	0,05	7,08
7,11	0,05	7,11
7,13	0,05	7,13
7,14	0,06	7,14
7,16	0,06	7,16
7,17	0,06	7,17
7,19	0,05	7,19
7,20	0,06	7,20
7,23	0,06	7,23
7,25	0,06	7,25
7,26	0,06	7,26
7,28	0,06	7,28
7,29	0,06	7,29
7,32	0,06	7,32
7,34	0,06	7,34
7,36	0,06	7,36
7,39	0,06	7,39
7,40	0,06	7,40
7,42	0,06	7,42
7,45	0,06	7,45
7,48	0,06	7,48
7,49	0,06	7,49
7,51	0,06	7,51
7,52	0,06	7,52
7,55	0,06	7,55
7,57	0,06	7,57
7,58	0,06	7,58
7,61	0,06	7,61
7,63	0,06	7,63
7,66	0,06	7,66
7,67	0,06	7,67
7,70	0,06	7,70
7,72	0,06	7,72
7,75	0,06	7,75
7,76	0,06	7,76
7,78	0,06	7,78
7,81	0,06	7,81
7,82	0,07	7,82
7,84	0,06	7,84
7,85	0,06	7,85
7,88	0,07	7,88
7,90	0,07	7,90
7,91	0,07	7,91
7,94	0,07	7,94
7,96	0,07	7,96
7,97	0,07	7,97
8,00	0,07	8,00
8,02	0,07	8,02
8,03	0,07	8,03
8,06	0,07	8,06
8,08	0,07	8,08
8,09	0,07	8,09
8,12	0,07	8,12
8,14	0,07	8,14
8,17	0,07	8,17
8,18	0,07	8,18
8,20	0,07	8,20
8,23	0,07	8,23
8,24	0,07	8,24
8,27	0,07	8,27
8,29	0,07	8,29
8,30	0,07	8,30
8,33	0,08	8,33
8,36	0,08	8,36
8,38	0,07	8,38
8,41	0,08	8,41
8,42	0,08	8,42
8,44	0,07	8,44
8,47	0,08	8,47
8,48	0,08	8,48
8,50	0,08	8,50
8,53	0,08	8,53
8,54	0,08	8,54
8,56	0,08	8,56
8,60	0,08	8,60
8,62	0,08	8,62
8,63	0,08	8,63
8,65	0,08	8,65
8,68	0,08	8,68
8,69	0,08	8,69
8,72	0,08	8,72
8,75	0,09	8,75
8,77	0,08	8,77
8,78	0,08	8,78
8,81	0,09	8,81
8,84	0,09	8,84
8,86	0,09	8,86
8,87	0,09	8,87
8,90	0,09	8,90
8,93	0,09	8,93
8,95	0,09	8,95
8,96	0,09	8,96
8,99	0,09	8,99
9,01	0,09	9,01
9,04	0,09	9,04
9,05	0,09	9,05
9,08	0,10	9,08
9,11	0,09	9,11
9,13	0,09	9,13
9,16	0,09	9,16
9,18	0,09	9,18
9,21	0,09	9,21
9,24	0,09	9,24
9,25	0,10	9,25
9,27	0,10	9,27
9,30	0,10	9,30
9,33	0,10	9,33
9,34	0,10	9,34
9,37	0,10	9,37
9,39	0,10	9,39
9,42	0,10	9,42
9,43	0,10	9,43
9,46	0,10	9,46
9,49	0,10	9,49
9,51	0,10	9,51
9,54	0,10	9,54
9,57	0,10	9,57
9,58	0,10	9,58
9,61	0,11	9,61
9,63	0,11	9,63
9,67	0,11	9,67
9,69	0,11	9,69
9,72	0,11	9,72
9,73	0,11	9,73
9,76	0,11	9,76
9,79	0,11	9,79
9,81	0,11	9,81
9,84	0,11	9,84
9,87	0,11	9,87
9,88	0,11	9,88
9,91	0,11	9,91
9,93	0,12	9,93
9,96	0,12	9,96
9,99	0,12	9,99
10,02	0,12	10,02
10,03	0,12	10,03
10,06	0,12	10,06
10,09	0,12	10,09
10,12	0,12	10,12
10,14	0,12	10,14
10,17	0,12	10,17
10,20	0,12	10,20
10,21	0,12	10,21
10,26	0,12	10,26
10,27	0,13	10,27
10,30	0,13	10,30
10,33	0,13	10,33
10,35	0,13	10,35
10,38	0,13	10,38
10,41	0,13	10,41
10,44	0,13	10,44
10,45	0,13	10,45
10,50	0,13	10,50
10,51	0,13	10,51
10,54	0,14	10,54
10,57	0,13	10,57
10,60	0,14	10,60
10,62	0,14	10,62
10,65	0,14	10,65
10,68	0,14	10,68
10,71	0,14	10,71
10,72	0,14	10,72
10,77	0,14	10,77
10,80	0,14	10,80
10,81	0,14	10,81
10,84	0,15	10,84
10,86	0,15	10,86
10,90	0,15	10,90
10,92	0,15	10,92
10,96	0,15	10,96
10,98	0,15	10,98
11,01	0,15	11,01
11,04	0,15	11,04
11,07	0,16	11,07
11,10	0,16	11,10
11,12	0,16	11,12
11,16	0,16	11,16
11,19	0,16	11,19
11,21	0,16	11,21
11,24	0,16	11,24
11,27	0,17	11,27
11,30	0,17	11,30
11,33	0,17	11,33
11,36	0,17	11,36
11,39	0,17	11,39
11,42	0,17	11,42
11,45	0,17	11,45
11,48	0,18	11,48
11,51	0,18	11,51
11,54	0,18	11,54
11,57	0,18	11,57
11,60	0,18	11,60
11,63	0,18	11,63
11,66	0,18	11,66
11,69	0,19	11,69
11,72	0,18	11,72
11,75	0,19	11,75
11,78	0,19	11,78
11,81	0,19	11,81
11,84	0,19	11,84
11,87	0,19	11,87
11,90	0,19	11,90
11,93	0,20	11,93
11,96	0,20	11,96
11,99	0,20	11,99
12,02	0,20	12,02
12,05	0,20	12,05
12,08	0,20	12,08
12,11	0,20	12,11
12,14	0,20	12,14
12,18	0,21	12,18
12,21	0,21	12,21
12,24	0,21	12,24
12,27	0,21	12,27
12,30	0,21	12,30
12,35	0,21	12,35
12,36	0,21	12,36
12,39	0,21	12,39
12,44	0,21	12,44
12,47	0,22	12,47
12,50	0,22	12,50
12,53	0,22	12,53
12,57	0,22	12,57
12,59	0,22	12,59
12,63	0,22	12,63
12,66	0,22	12,66
12,69	0,22	12,69
12,72	0,22	12,72
12,75	0,23	12,75
12,80	0,23	12,80
12,83	0,23	12,83
12,86	0,23	12,86
12,89	0,23	12,89
12,92	0,23	12,92
12,95	0,23	12,95
13,00	0,23	13,00
13,03	0,24	13,03
13,06	0,24	13,06
13,10	0,24	13,10
13,13	0,24	13,13
13,16	0,24	13,16
13,21	0,24	13,21
13,24	0,24	13,24
13,27	0,24	13,27
13,31	0,24	13,31
13,33	0,24	13,33
13,37	0,24	13,37
13,40	0,25	13,40
13,45	0,25	13,45
13,48	0,25	13,48
13,51	0,25	13,51
13,55	0,25	13,55
13,58	0,25	13,58
13,61	0,25	13,61
13,64	0,26	13,64
13,69	0,26	13,69
13,72	0,26	13,72
13,76	0,26	13,76
13,79	0,26	13,79
13,82	0,26	13,82
13,87	0,26	13,87
13,90	0,26	13,90
13,94	0,26	13,94
13,99	0,27	13,99
14,02	0,27	14,02
14,05	0,27	14,05
14,08	0,27	14,08
14,12	0,27	14,12
14,15	0,27	14,15
14,20	0,28	14,20
14,23	0,28	14,23
14,26	0,28	14,26
14,30	0,28	14,30
14,35	0,28	14,35
14,38	0,28	14,38
14,42	0,29	14,42
14,45	0,29	14,45
14,50	0,29	14,50
14,53	0,29	14,53
14,57	0,29	14,57
14,60	0,29	14,60
14,65	0,30	14,65
14,70	0,30	14,70
14,73	0,30	14,73
14,77	0,30	14,77
14,80	0,30	14,80
14,85	0,31	14,85
14,88	0,31	14,88
14,92	0,31	14,92
14,97	0,32	14,97
15,00	0,32	15,00
15,04	0,32	15,04
15,07	0,32	15,07
15,12	0,33	15,12
15,16	0,33	15,16
15,21	0,33	15,21
15,24	0,34	15,24
15,28	0,34	15,28
15,31	0,34	15,31
15,36	0,34	15,36
15,40	0,35	15,40
15,45	0,35	15,45
15,48	0,35	15,48
15,52	0,35	15,52
15,57	0,36	15,57
15,61	0,36	15,61
15,66	0,36	15,66
15,69	0,37	15,69
15,72	0,37	15,72
15,76	0,37	15,76
15,81	0,37	15,81
15,85	0,38	15,85
15,90	0,38	15,90
15,93	0,38	15,93
15,99	0,38	15,99
16,02	0,39	16,02
16,06	0,39	16,06
16,11	0,39	16,11
16,15	0,39	16,15
16,20	0,40	16,20
16,23	0,40	16,23
16,27	0,40	16,27
16,32	0,40	16,32
16,38	0,40	16,38
16,42	0,40	16,42
16,45	0,41	16,45
16,50	0,40	16,50
16,55	0,41	16,55
16,59	0,41	16,59
16,62	0,41	16,62
