Analógico 2	Analógico 1	Analógico 2
U2/V	U1/V	U2/V

2,53	0,08	2,53
2,54	0,08	2,54
2,56	0,08	2,56
2,57	0,08	2,57
2,59	0,08	2,59
2,60	0,09	2,60
2,62	0,08	2,62
2,63	0,08	2,63
2,65	0,08	2,65
2,66	0,08	2,66
2,68	0,08	2,68
2,69	0,09	2,69
2,71	0,09	2,71
2,72	0,09	2,72
2,74	0,09	2,74
2,75	0,09	2,75
2,77	0,09	2,77
2,78	0,09	2,78
2,80	0,09	2,80
2,81	0,09	2,81
2,83	0,09	2,83
2,84	0,09	2,84
2,86	0,09	2,86
2,87	0,09	2,87
2,89	0,09	2,89
2,90	0,09	2,90
2,92	0,09	2,92
2,93	0,09	2,93
2,95	0,09	2,95
2,96	0,09	2,96
2,98	0,09	2,98
2,99	0,09	2,99
3,01	0,09	3,01
3,02	0,09	3,02
3,04	0,09	3,04
3,05	0,09	3,05
3,07	0,10	3,07
3,08	0,10	3,08
3,10	0,10	3,10
3,11	0,10	3,11
3,13	0,10	3,13
3,14	0,10	3,14
3,16	0,10	3,16
3,17	0,10	3,17
3,19	0,10	3,19
3,20	0,10	3,20
3,22	0,10	3,22
3,23	0,10	3,23
3,25	0,10	3,25
3,26	0,10	3,26
3,28	0,10	3,28
3,29	0,10	3,29
3,31	0,10	3,31
3,32	0,10	3,32
3,34	0,10	3,34
3,35	0,10	3,35
3,37	0,10	3,37
3,38	0,10	3,38
3,40	0,11	3,40
3,41	0,11	3,41
3,43	0,11	3,43
3,44	0,11	3,44
3,46	0,11	3,46
3,47	0,11	3,47
3,49	0,11	3,49
3,50	0,11	3,50
3,52	0,11	3,52
3,53	0,11	3,53
3,55	0,11	3,55
3,56	0,11	3,56
3,58	0,11	3,58
3,59	0,11	3,59
3,61	0,12	3,61
3,62	0,12	3,62
3,64	0,12	3,64
3,65	0,12	3,65
3,67	0,12	3,67
3,69	0,12	3,69
3,70	0,12	3,70
3,72	0,12	3,72
3,73	0,12	3,73
3,75	0,12	3,75
3,76	0,12	3,76
3,78	0,12	3,78
3,79	0,13	3,79
3,81	0,13	3,81
3,82	0,13	3,82
3,84	0,13	3,84
3,85	0,13	3,85
3,87	0,13	3,87
3,88	0,13	3,88
3,90	0,13	3,90
3,91	0,13	3,91
3,93	0,13	3,93
3,94	0,13	3,94
3,96	0,13	3,96
3,97	0,14	3,97
4,00	0,14	4,00
4,02	0,14	4,02
4,03	0,14	4,03
4,05	0,14	4,05
4,06	0,14	4,06
4,08	0,14	4,08
4,09	0,14	4,09
4,11	0,14	4,11
4,12	0,14	4,12
4,14	0,14	4,14
4,15	0,14	4,15
4,17	0,15	4,17
4,18	0,14	4,18
4,21	0,15	4,21
4,23	0,15	4,23
4,24	0,15	4,24
4,26	0,15	4,26
4,27	0,15	4,27
4,29	0,15	4,29
4,30	0,16	4,30
4,32	0,15	4,32
4,33	0,15	4,33
4,35	0,16	4,35
4,36	0,16	4,36
4,38	0,16	4,38
4,39	0,16	4,39
4,41	0,16	4,41
4,42	0,16	4,42
4,44	0,16	4,44
4,45	0,16	4,45
4,47	0,16	4,47
4,48	0,17	4,48
4,50	0,16	4,50
4,51	0,17	4,51
4,53	0,17	4,53
4,54	0,17	4,54
4,56	0,17	4,56
4,57	0,17	4,57
4,59	0,17	4,59
4,60	0,17	4,60
4,62	0,17	4,62
4,63	0,17	4,63
4,65	0,18	4,65
4,66	0,18	4,66
4,68	0,18	4,68
4,69	0,18	4,69
4,71	0,18	4,71
4,72	0,18	4,72
4,74	0,18	4,74
4,75	0,18	4,75
4,77	0,18	4,77
4,78	0,18	4,78
4,80	0,18	4,80
4,81	0,19	4,81
4,84	0,19	4,84
4,86	0,19	4,86
4,87	0,19	4,87
4,89	0,20	4,89
4,90	0,19	4,90
4,92	0,20	4,92
4,93	0,20	4,93
4,96	0,20	4,96
4,98	0,20	4,98
5,01	0,21	5,01
5,02	0,21	5,02
5,04	0,21	5,04
5,05	0,21	5,05
5,08	0,21	5,08
5,10	0,21	5,10
5,11	0,21	5,11
5,13	0,22	5,13
5,16	0,22	5,16
5,17	0,22	5,17
5,19	0,22	5,19
5,20	0,23	5,20
5,22	0,23	5,22
5,23	0,23	5,23
5,25	0,23	5,25
5,28	0,23	5,28
5,31	0,23	5,31
5,32	0,23	5,32
5,34	0,23	5,34
5,35	0,24	5,35
5,37	0,24	5,37
5,38	0,24	5,38
5,40	0,24	5,40
5,41	0,24	5,41
5,43	0,24	5,43
5,44	0,24	5,44
5,46	0,24	5,46
5,47	0,24	5,47
5,49	0,24	5,49
5,51	0,24	5,51
5,52	0,24	5,52
5,54	0,24	5,54
5,55	0,24	5,55
5,58	0,24	5,58
5,60	0,24	5,60
5,61	0,24	5,61
5,63	0,24	5,63
5,64	0,24	5,64
5,66	0,24	5,66
5,67	0,24	5,67
5,69	0,24	5,69
5,70	0,24	5,70
5,72	0,24	5,72
5,73	0,24	5,73
5,75	0,24	5,75
5,76	0,24	5,76
5,78	0,24	5,78
5,79	0,24	5,79
5,82	0,24	5,82
5,84	0,23	5,84
5,87	0,24	5,87
5,88	0,23	5,88
5,90	0,23	5,90
5,93	0,23	5,93
5,94	0,23	5,94
5,96	0,23	5,96
5,97	0,23	5,97
5,99	0,23	5,99
6,00	0,23	6,00
6,02	0,23	6,02
6,05	0,23	6,05
6,06	0,23	6,06
6,08	0,23	6,08
6,09	0,22	6,09
6,12	0,22	6,12
6,15	0,22	6,15
6,17	0,22	6,17
6,20	0,22	6,20
6,23	0,22	6,23
6,24	0,21	6,24
6,27	0,21	6,27
6,29	0,21	6,29
6,30	0,21	6,30
6,32	0,21	6,32
6,33	0,21	6,33
6,35	0,21	6,35
6,36	0,21	6,36
6,38	0,21	6,38
6,39	0,21	6,39
6,41	0,21	6,41
6,44	0,21	6,44
6,45	0,21	6,45
6,48	0,20	6,48
6,50	0,20	6,50
6,53	0,20	6,53
6,54	0,20	6,54
6,56	0,20	6,56
6,57	0,20	6,57
6,59	0,20	6,59
6,60	0,20	6,60
6,63	0,20	6,63
6,65	0,20	6,65
6,66	0,20	6,66
6,68	0,20	6,68
6,69	0,20	6,69
6,72	0,20	6,72
6,75	0,20	6,75
6,77	0,19	6,77
6,78	0,19	6,78
6,80	0,19	6,80
6,81	0,19	6,81
6,83	0,19	6,83
6,84	0,20	6,84
6,87	0,19	6,87
6,89	0,19	6,89
6,90	0,19	6,90
6,92	0,19	6,92
6,93	0,19	6,93
6,95	0,19	6,95
6,96	0,20	6,96
6,98	0,19	6,98
7,01	0,19	7,01
7,02	0,20	7,02
7,04	0,20	7,04
7,05	0,19	7,05
7,07	0,20	7,07
7,10	0,20	7,10
7,13	0,20	7,13
7,14	0,20	7,14
7,17	0,20	7,17
7,19	0,20	7,19
7,20	0,20	7,20
7,22	0,20	7,22
7,25	0,20	7,25
7,26	0,20	7,26
7,28	0,20	7,28
7,29	0,20	7,29
7,31	0,20	7,31
7,32	0,20	7,32
7,36	0,20	7,36
7,37	0,20	7,37
7,39	0,20	7,39
7,42	0,20	7,42
7,43	0,20	7,43
7,45	0,21	7,45
7,46	0,21	7,46
7,49	0,21	7,49
7,51	0,21	7,51
7,52	0,21	7,52
7,54	0,21	7,54
7,57	0,21	7,57
7,58	0,21	7,58
7,61	0,22	7,61
7,64	0,22	7,64
7,66	0,22	7,66
7,67	0,22	7,67
7,70	0,22	7,70
7,72	0,22	7,72
7,73	0,22	7,73
7,75	0,22	7,75
7,78	0,22	7,78
7,79	0,23	7,79
7,81	0,23	7,81
7,84	0,23	7,84
7,88	0,23	7,88
7,90	0,23	7,90
7,91	0,23	7,91
7,94	0,24	7,94
7,96	0,24	7,96
7,97	0,24	7,97
8,00	0,24	8,00
8,02	0,24	8,02
8,03	0,24	8,03
8,05	0,24	8,05
8,08	0,25	8,08
8,09	0,25	8,09
8,12	0,25	8,12
8,14	0,25	8,14
8,15	0,26	8,15
8,18	0,26	8,18
8,20	0,26	8,20
8,21	0,26	8,21
8,24	0,26	8,24
8,26	0,26	8,26
8,27	0,27	8,27
8,30	0,27	8,30
8,32	0,27	8,32
8,35	0,27	8,35
8,38	0,27	8,38
8,39	0,28	8,39
8,41	0,28	8,41
8,42	0,28	8,42
8,45	0,28	8,45
8,47	0,28	8,47
8,50	0,29	8,50
8,51	0,29	8,51
8,54	0,29	8,54
8,56	0,29	8,56
8,59	0,30	8,59
8,60	0,30	8,60
8,63	0,30	8,63
8,65	0,30	8,65
8,66	0,31	8,66
8,69	0,31	8,69
8,71	0,31	8,71
8,74	0,32	8,74
8,75	0,32	8,75
8,77	0,32	8,77
8,81	0,33	8,81
8,84	0,33	8,84
8,87	0,33	8,87
8,89	0,34	8,89
8,92	0,34	8,92
8,93	0,34	8,93
8,96	0,35	8,96
8,99	0,35	8,99
9,01	0,35	9,01
9,04	0,36	9,04
9,05	0,36	9,05
9,08	0,36	9,08
9,10	0,37	9,10
9,13	0,37	9,13
9,14	0,37	9,14
9,18	0,38	9,18
9,21	0,38	9,21
9,22	0,38	9,22
9,24	0,39	9,24
9,27	0,39	9,27
9,30	0,39	9,30
9,31	0,40	9,31
9,34	0,40	9,34
9,36	0,41	9,36
9,39	0,41	9,39
9,42	0,41	9,42
9,43	0,42	9,43
9,46	0,42	9,46
9,49	0,43	9,49
9,51	0,43	9,51
9,54	0,44	9,54
9,55	0,44	9,55
9,58	0,44	9,58
9,61	0,45	9,61
9,63	0,46	9,63
9,66	0,46	9,66
9,69	0,46	9,69
9,70	0,46	9,70
9,73	0,47	9,73
9,76	0,48	9,76
9,78	0,48	9,78
9,79	0,48	9,79
9,84	0,49	9,84
9,85	0,49	9,85
9,88	0,50	9,88
9,91	0,50	9,91
9,93	0,51	9,93
9,96	0,51	9,96
9,99	0,51	9,99
10,00	0,52	10,00
10,03	0,52	10,03
10,06	0,52	10,06
10,09	0,53	10,09
10,11	0,53	10,11
10,14	0,53	10,14
10,17	0,54	10,17
10,18	0,54	10,18
10,21	0,54	10,21
10,24	0,54	10,24
10,26	0,54	10,26
10,29	0,54	10,29
10,32	0,54	10,32
10,35	0,54	10,35
10,36	0,54	10,36
10,39	0,54	10,39
10,42	0,54	10,42
10,45	0,54	10,45
10,48	0,54	10,48
10,51	0,53	10,51
10,53	0,53	10,53
10,56	0,53	10,56
10,59	0,53	10,59
10,60	0,52	10,60
10,63	0,52	10,63
10,66	0,51	10,66
10,69	0,51	10,69
10,72	0,50	10,72
10,75	0,50	10,75
10,77	0,50	10,77
10,80	0,49	10,80
10,83	0,49	10,83
10,86	0,49	10,86
10,89	0,48	10,89
10,92	0,48	10,92
10,93	0,47	10,93
10,96	0,47	10,96
10,99	0,46	10,99
11,04	0,46	11,04
11,06	0,46	11,06
11,09	0,45	11,09
11,12	0,45	11,12
11,15	0,44	11,15
11,18	0,44	11,18
11,21	0,44	11,21
11,22	0,43	11,22
11,27	0,43	11,27
11,30	0,43	11,30
11,31	0,43	11,31
11,36	0,43	11,36
11,39	0,42	11,39
11,40	0,42	11,40
11,43	0,42	11,43
11,46	0,42	11,46
11,51	0,42	11,51
11,52	0,42	11,52
11,55	0,42	11,55
11,58	0,42	11,58
11,61	0,42	11,61
11,64	0,42	11,64
11,67	0,43	11,67
11,70	0,43	11,70
11,73	0,43	11,73
11,76	0,43	11,76
11,79	0,43	11,79
11,82	0,44	11,82
11,85	0,44	11,85
11,88	0,44	11,88
11,91	0,44	11,91
11,94	0,45	11,94
11,99	0,45	11,99
12,02	0,45	12,02
12,05	0,46	12,05
12,06	0,46	12,06
12,11	0,47	12,11
12,14	0,47	12,14
12,17	0,47	12,17
12,20	0,48	12,20
12,23	0,48	12,23
12,26	0,49	12,26
12,29	0,49	12,29
12,33	0,49	12,33
12,36	0,50	12,36
12,39	0,50	12,39
12,42	0,51	12,42
12,45	0,51	12,45
12,48	0,52	12,48
12,51	0,53	12,51
12,54	0,53	12,54
12,57	0,54	12,57
12,62	0,55	12,62
12,65	0,55	12,65
12,68	0,56	12,68
12,71	0,56	12,71
12,74	0,57	12,74
12,78	0,58	12,78
12,81	0,58	12,81
12,85	0,59	12,85
12,88	0,60	12,88
12,92	0,61	12,92
12,95	0,61	12,95
12,98	0,62	12,98
13,01	0,63	13,01
13,04	0,63	13,04
13,07	0,64	13,07
13,10	0,65	13,10
13,15	0,66	13,15
13,18	0,67	13,18
13,22	0,67	13,22
13,25	0,68	13,25
13,28	0,69	13,28
13,31	0,70	13,31
13,36	0,71	13,36
13,39	0,71	13,39
13,42	0,72	13,42
13,46	0,73	13,46
13,49	0,74	13,49
13,54	0,75	13,54
13,57	0,76	13,57
13,60	0,77	13,60
13,64	0,78	13,64
13,67	0,79	13,67
13,70	0,80	13,70
13,73	0,81	13,73
13,78	0,82	13,78
13,81	0,83	13,81
13,84	0,84	13,84
13,88	0,85	13,88
13,91	0,86	13,91
13,96	0,87	13,96
13,99	0,89	13,99
14,03	0,90	14,03
14,06	0,91	14,06
14,11	0,92	14,11
14,14	0,93	14,14
14,18	0,94	14,18
14,21	0,96	14,21
14,24	0,97	14,24
14,29	0,98	14,29
14,33	0,99	14,33
14,36	1,00	14,36
14,39	1,02	14,39
14,42	1,03	14,42
14,48	1,04	14,48
14,51	1,05	14,51
14,54	1,06	14,54
14,59	1,08	14,59
14,63	1,09	14,63
14,67	1,10	14,67
14,71	1,11	14,71
14,76	1,12	14,76
14,79	1,13	14,79
14,82	1,13	14,82
14,86	1,14	14,86
14,89	1,15	14,89
14,94	1,15	14,94
14,98	1,16	14,98
15,03	1,16	15,03
15,06	1,16	15,06
15,10	1,15	15,10
15,13	1,15	15,13
15,18	1,15	15,18
15,21	1,14	15,21
15,25	1,13	15,25
15,30	1,12	15,30
15,34	1,11	15,34
15,37	1,10	15,37
15,42	1,08	15,42
15,46	1,07	15,46
15,49	1,06	15,49
15,54	1,05	15,54
15,58	1,03	15,58
15,61	1,02	15,61
15,66	1,00	15,66
15,70	0,99	15,70
15,75	0,98	15,75
15,78	0,97	15,78
15,82	0,96	15,82
15,87	0,95	15,87
15,91	0,94	15,91
15,96	0,94	15,96
15,99	0,93	15,99
16,05	0,93	16,05
16,08	0,93	16,08
16,12	0,92	16,12
16,17	0,92	16,17
16,20	0,93	16,20
16,26	0,93	16,26
16,29	0,93	16,29
16,33	0,94	16,33
16,38	0,94	16,38
16,42	0,95	16,42
16,45	0,95	16,45
16,52	0,96	16,52
16,56	0,97	16,56
16,59	0,98	16,59
16,65	0,99	16,65
16,70	1,00	16,70
16,74	1,01	16,74
16,79	1,02	16,79
16,82	1,03	16,82
16,88	1,04	16,88
16,92	1,05	16,92
16,95	1,06	16,95
17,00	1,07	17,00
17,04	1,08	17,04
17,10	1,09	17,10
17,15	1,10	17,15
17,19	1,11	17,19
17,24	1,11	17,24
17,30	1,11	17,30
17,33	1,12	17,33
17,37	1,11	17,37
17,39	1,12	17,39
